Cluster;RA_ICRS;DE_ICRS;GLON;GLAT;r50;nbstars07;pmRA*;e_pmRA*;pmDE;e_pmDE;plx;e_plx;Flag;AgeNN;AVNN;DMNN;DistPc;X;Y;Z;Rgc;SimbadName;_RA.icrs;_DE.icrs
NGC_7086         ;322.624;+51.593; 94.407;  0.210; 0.120; 595; -1.656; 0.148; -1.629; 0.143; 0.590; 0.045;NN            ; 8.29; 1.81;11.12;  1677;   -128;   1672;     6;  8632;NGC 7086                       ;322.6240;+51.5930
NGC_7092         ;322.889;+48.247; 92.246; -2.350; 1.003; 154; -7.477; 0.381;-19.738; 0.393; 3.337; 0.090;NN            ; 8.60; 0.00; 7.46;   311;    -12;    310;   -12;  8357;NGC 7092                       ;322.8890;+48.2471
NGC_7128         ;325.991;+53.715; 97.344;  0.428; 0.030; 172; -4.026; 0.152; -4.111; 0.113; 0.261; 0.061;NN            ; 7.42; 2.59;13.12;  4199;   -536;   4164;    31;  9805;NGC 7128                       ;325.9910;+53.7150
NGC_7129         ;325.740;+66.114;105.403;  9.887; 0.042;  36; -1.759; 0.291; -3.267; 0.376; 1.086; 0.050;NN            ; 7.33; 1.78; 9.72;   878;   -229;    834;   150;  8610;NGC 7129                       ;325.7400;+66.1140
NGC_7142         ;326.290;+65.782;105.352;  9.489; 0.102; 375; -2.747; 0.127; -1.288; 0.119; 0.392; 0.047;NN            ; 9.49; 1.16;11.91;  2406;   -628;   2288;   396;  9255;NGC 7142                       ;326.2900;+65.7820
NGC_7160         ;328.448;+62.589;104.014;  6.437; 0.075;  45; -3.472; 0.152; -1.378; 0.197; 1.050; 0.055;NN            ; 7.16; 1.07; 9.78;   903;   -217;    871;   101;  8601;NGC 7160                       ;328.4480;+62.5890
NGC_7209         ;331.224;+46.508; 95.480; -7.296; 0.304; 274;  2.255; 0.110;  0.283; 0.115; 0.820; 0.044;NN            ; 8.63; 0.53;10.31;  1154;   -109;   1140;  -146;  8525;NGC 7209                       ;331.2240;+46.5080
NGC_7226         ;332.605;+55.398;101.403; -0.595; 0.019;  40; -1.844; 0.124; -2.065; 0.084; 0.185; 0.041;NN            ; 8.68; 1.33;13.27;  4500;   -889;   4411;   -46; 10229;NGC 7226                       ;332.6050;+55.3980
NGC_7235         ;333.083;+57.271;102.692;  0.790; 0.070; 171; -3.757; 0.136; -3.026; 0.128; 0.259; 0.063;NN            ; 6.97; 2.37;12.98;  3951;   -868;   3854;    54;  9982;NGC 7235                       ;333.0830;+57.2710
NGC_7243         ;333.788;+49.830; 98.820; -5.582; 0.255; 291;  0.433; 0.176; -2.857; 0.162; 1.116; 0.057;NN            ; 8.17; 0.50; 9.72;   878;   -134;    864;   -85;  8518;NGC 7243                       ;333.7880;+49.8300
NGC_7245         ;333.812;+54.336;101.371; -1.864; 0.061; 230; -3.952; 0.101; -3.249; 0.095; 0.273; 0.052;NN            ; 8.78; 0.96;12.53;  3210;   -632;   3145;  -104;  9507;NGC 7245                       ;333.8120;+54.3360
NGC_7261         ;335.056;+58.128;104.045;  0.912; 0.051;  76; -3.932; 0.116; -2.909; 0.089; 0.278; 0.056;NN            ; 7.05; 2.81;12.70;  3462;   -840;   3358;    55;  9775;NGC 7261                       ;335.0560;+58.1280
NGC_7281         ;336.259;+57.869;104.443;  0.352; 0.138;  40; -2.123; 0.046; -1.238; 0.069; 0.432; 0.038;NN            ; 7.55; 1.44;11.76;  2250;   -561;   2179;    13;  9164;NGC 7281                       ;336.2590;+57.8690
NGC_7296         ;337.000;+52.321;101.880; -4.588; 0.053;  64; -2.958; 0.075; -2.712; 0.113; 0.395; 0.031;NN            ; 8.02; 0.79;11.87;  2365;   -485;   2307;  -189;  9122;NGC 7296                       ;337.0000;+52.3210
NGC_7380         ;341.817;+58.125;107.128; -0.885; 0.090;  93; -2.517; 0.131; -2.144; 0.131; 0.333; 0.045;NN            ; 6.62; 1.59;12.86;  3739;  -1101;   3573;   -57; 10094;NGC 7380                       ;341.8170;+58.1250
NGC_7419         ;343.579;+60.814;109.131;  1.120; 0.042; 317; -2.759; 0.140; -1.601; 0.159; 0.280; 0.062;tooRed        ;     ;     ;     ;      ;       ;       ;      ;      ;NGC 7419                       ;343.5790;+60.8140
NGC_7423         ;343.789;+57.096;107.615; -2.277; 0.032; 124; -1.247; 0.151; -1.250; 0.130; 0.239; 0.071;manual        ; 9.20; 1.20;13.00;  3981;  -1203;   3791;  -158; 10269;NGC 7423                       ;343.7890;+57.0960
NGC_743          ;029.614;+60.130;131.190; -1.663; 0.123;  52; -0.030; 0.102; -1.708; 0.112; 0.881; 0.032;NN            ; 8.00; 1.40;10.34;  1169;   -769;    879;   -33;  9151;NGC 743                        ;029.6140;+60.1300
NGC_744          ;029.652;+55.473;132.412; -6.158; 0.074;  65; -1.864; 0.100; -1.790; 0.134; 0.729; 0.036;NN            ; 8.13; 0.84;10.69;  1373;   -920;   1008;  -147;  9315;NGC 744                        ;029.6520;+55.4730
NGC_7510         ;347.767;+60.579;110.908;  0.072; 0.055; 297; -3.664; 0.126; -2.193; 0.127; 0.286; 0.048;NN            ; 7.29; 2.86;12.34;  2931;  -1046;   2738;     3;  9777;NGC 7510                       ;347.7670;+60.5790
NGC_752          ;029.223;+37.794;136.959;-23.289; 0.485; 223;  9.810; 0.272;-11.713; 0.266; 2.239; 0.071;NN            ; 9.07; 0.07; 8.42;   483;   -324;    303;  -191;  8669;NGC 752                        ;029.2229;+37.7941
NGC_7654         ;351.195;+61.590;112.815;  0.432; 0.133; 962; -1.938; 0.147; -1.131; 0.154; 0.596; 0.046;NN            ; 8.19; 1.85;11.09;  1653;   -641;   1524;    12;  9109;NGC 7654                       ;351.1950;+61.5900
NGC_7762         ;357.472;+68.035;117.206;  5.850; 0.170; 419;  1.452; 0.165;  4.016; 0.168; 1.002; 0.036;NN            ; 9.31; 1.91; 9.77;   897;   -408;    794;    91;  8784;NGC 7762                       ;357.4720;+68.0350
NGC_7788         ;359.179;+61.395;116.430; -0.784; 0.045; 137; -3.112; 0.113; -1.762; 0.090; 0.300; 0.048;NN            ; 7.24; 1.42;12.37;  2974;  -1324;   2663;   -40; 10024;NGC 7788                       ;359.1790;+61.3950
NGC_7789         ;-00.666;+56.726;115.527; -5.366; 0.211;2897; -0.922; 0.140; -1.933; 0.138; 0.453; 0.049;NN            ; 9.19; 0.83;11.61;  2100;   -901;   1887;  -196;  9432;NGC 7789                       ;359.3340;+56.7260
NGC_7790         ;-00.387;+61.210;116.595; -1.008; 0.059; 173; -3.276; 0.096; -1.677; 0.092; 0.269; 0.047;NN            ; 8.11; 1.65;12.60;  3303;  -1478;   2953;   -58; 10253;NGC 7790                       ;359.6130;+61.2100
NGC_869          ;034.741;+57.134;134.625; -3.737; 0.136; 503; -0.689; 0.122; -1.082; 0.122; 0.399; 0.042;NN            ; 7.18; 1.69;11.71;  2197;  -1540;   1560;  -143; 10002;NGC 869                        ;034.7410;+57.1340
NGC_884          ;035.584;+57.149;135.052; -3.568; 0.125; 322; -0.628; 0.117; -1.066; 0.118; 0.398; 0.038;NN            ; 7.25; 1.72;11.64;  2130;  -1504;   1502;  -132;  9958;NGC 884                        ;035.5840;+57.1490
NGC_886          ;035.898;+63.800;132.893;  2.725; 0.340; 153;  3.186; 0.099; -3.970; 0.111; 0.954; 0.037;NN            ; 8.91; 0.78;10.05;  1021;   -694;    747;    48;  9065;NGC 886                        ;035.8980;+63.8000
NGC_957          ;038.343;+57.553;136.293; -2.651; 0.130; 114; -0.252; 0.089; -1.073; 0.094; 0.405; 0.038;NN            ; 7.62; 1.98;12.09;  2614;  -1887;   1804;  -120; 10385;NGC 957                        ;038.3430;+57.5530
Negueruela_1     ;356.849;+63.219;115.791;  1.238; 0.022;  52; -2.988; 0.198; -1.343; 0.121; 0.289; 0.059;NN            ; 7.23; 3.39;12.30;  2879;  -1252;   2592;    62;  9936;NAME Cl Negueruela 1           ;356.8490;+63.2190
Patchick_3       ;079.120;+45.584;162.907;  4.298; 0.061;  27; -1.609; 0.048; -1.288; 0.082; 0.561; 0.051;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;Patchick 3                     ;079.1200;+45.5840
Patchick_75      ;303.758;+33.925; 72.108; -0.512; 0.015;  21; -2.808; 0.113; -4.421; 0.217; 0.113; 0.066;tooRed        ;     ;     ;     ;      ;       ;       ;      ;      ;Patchick 75                    ;303.7580;+33.9250
Patchick_90      ;101.181;-00.532;212.640; -1.736; 0.021;  16; -0.150; 0.186;  1.063; 0.079; 0.126; 0.094;NN            ; 9.04; 1.57;14.16;  6783;  -5709;  -3656;  -205; 14517;Patchick 90                    ;101.1810;-00.5320
Patchick_94      ;247.397;-47.310;336.458;  0.855; 0.016;  25; -2.993; 0.188; -3.697; 0.155; 0.208; 0.143;tooRed        ;     ;     ;     ;      ;       ;       ;      ;      ;Patchick 94                    ;247.3970;-47.3100
Pfleiderer_3     ;346.995;+60.874;110.673;  0.489; 0.054;  30; -1.826; 0.220; -1.168; 0.249; 0.074; 0.102;tooRed        ;     ;     ;     ;      ;       ;       ;      ;      ;NAME Pfleiderer 3              ;346.9950;+60.8740
Pismis_1         ;124.580;-37.102;255.116; -0.709; 0.025;  56; -2.611; 0.114;  3.966; 0.086; 0.145; 0.039;NN            ; 7.47; 1.69;13.77;  5666;  -1455;  -5475;   -70; 11222;Cl Pismis 1                    ;124.5800;-37.1020
Pismis_11        ;138.974;-50.006;271.650; -0.699; 0.014;  46; -5.397; 0.086;  3.926; 0.115; 0.335; 0.054;NN            ; 6.52; 3.70;12.24;  2807;     80;  -2805;   -34;  8722;Cl Pismis 11                   ;138.9740;-50.0060
Pismis_12        ;140.007;-45.131;268.653;  3.210; 0.053; 174; -6.748; 0.138;  4.833; 0.107; 0.431; 0.049;NN            ; 9.09; 1.41;11.62;  2107;    -49;  -2103;   118;  8649;Cl Pismis 12                   ;140.0070;-45.1310
Pismis_15        ;143.684;-48.040;272.495;  2.863; 0.038; 117; -5.302; 0.095;  3.329; 0.120; 0.354; 0.049;NN            ; 8.94; 1.89;12.04;  2559;    111;  -2553;   127;  8615;Cl Pismis 15                   ;143.6840;-48.0400
Pismis_16        ;147.812;-53.172;277.830;  0.683; 0.009;   1; -5.794; 0.057;  3.471; 0.033; 0.356; 0.026;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;Cl Pismis 16                   ;147.8120;-53.1720
Pismis_17        ;165.377;-59.873;289.539;  0.109; 0.050;  19; -6.938; 0.097;  2.333; 0.085; 0.366; 0.022;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;Cl Pismis 17                   ;165.3771;-59.8730
Pismis_18        ;204.227;-62.091;308.226;  0.313; 0.048; 236; -5.658; 0.105; -2.286; 0.105; 0.332; 0.052;NN            ; 8.76; 1.81;12.28;  2860;   1770;  -2247;    15;  6943;Cl Pismis 18                   ;204.2271;-62.0910
